;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Z7 - Zoznam prípravkov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1 Názov prípravku;2 Chemická látka;3 âíslo autorizácie;4 DrÏiteº;4b DrÏiteº názov;5 Formulácia;6 Funkcia prípravku;;7 Dátum ukonãenia platnosti autorizácie;8 Typ pouÏívateºa;9a Paraleln˘ obchod;9b Paraleln˘ obchod;10 Identická autorizácia;11 Typ prípravku;12 Referenãn˘ prípravok;13 Dátum ukonãenia predaja;14 Dátum ukonãenia spotreby;15 Stav rozhodnutia;16 SIGNAL;17 GHS;18 EUH;19 H;20 P;21 PHO;22 SP;23 V;24 Vc;25 Vo;26 Vt;27 Z
;AMCEL;Chlormequat (582.000 g/l) CIPAC: Cl- (750.000 g/l);19-00579-PO;AMA;AM-AGRO s. r. o.;SL;MO;;30.11.2022;Profi;A;A;N;Pripravok;RETACEL EXTRA;30.05.2023;30.05.2024;autorizovany;Pozor;GHS07;EUH401;H290,H302,H312,H412;P280,P301+P312,P302+P352,P391,P501;-;SP 1;V3;Vã3;Vo3;Vt5;Z4
;retaBELLA 750 SL;Chlormequat (582.000 g/l) CIPAC: Cl- (750.000 g/l);18-00413-PO;BEB;BELBA PLUS s.r.o., ;SL;MO;;30.11.2022;Profi;A;A;N;Pripravok;RETACEL EXTRA;30.05.2023;30.05.2024;autorizovany;Pozor;GHS07;EUH401;H290,H302,H312,H412;P280,P301+P312,P302+P352,P391,P501;;SP 1;V3;Vã3;Vo3;Vt5;Z4
;MJM CCC;Chlormequat (582.000 g/l);20-00689-PO;MJS;MJM AGRO SLOVAKIA s.r.o.;SL;MO;;30.11.2022;Profi;A;A;N;Pripravok;RETACEL EXTRA;30.05.2023;30.05.2024;autorizovany;Pozor;GHS07;EUH401;H290,H302,H312,H412;P280,P301+P312,P302+P352,P391,P501;-;SP 1;V3;Vã3;Vo3;Vt5;Z4
;MJM CCC;Chlormequat (582.000 g/l);18-00284-PO;MJS;MJM AGRO SLOVAKIA s.r.o.;SL;MO;;30.11.2019;Profi;A;A;N;Pripravok;RETACEL EXTRA;31.05.2020;31.05.2021;spotreba;Pozor;GHS07;EUH401;H290,H302,H312,H412;P280,P301+P312,P302+P352,P391,P501;;SP 1;V3;Vã3;Vo3;Vt5;Z4
;MORSUVIN;Fat distilation residues (40.000 g/kg),Quartz sand (260.000 g/kg),Repellents by smell of animal or plant origin/ tall oil crude (100.000 g/kg);14-PD-0542-VP;;Mestské lesy Banská Bystrica s.r.o.;PA;RE;;31.08.2019;Profi;A;A;N;Pripravok;MORSUVIN;28.02.2020;28.02.2021;neautorizovany;;;;;;;SP 1;V - bez oznaãenia;Vã3;Vo3;Vt5;Z4
;LINNEA DELTA;Diflufenican (500.000 g/l),Florasulam (50.000 g/l);21-01045-PO;LTT;LTT CROPS LTD;SC;H;;31.12.2021;Profi;A;A;N;Pripravok;SARACEN DELTA;30.06.2022;30.06.2023;autorizovany;Pozor;GHS09;EUH208,EUH401;H410;P273,P280,P333+P313,P391,P501;-;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;STARANE FORTE;Fluroxypyr (333.000 g/l);20-00716-MB;FLS;FLORASERVIS spol. s r.o.;EC;H;;31.12.2025;Neprofi;N;N;N;Pripravok;STARANE FORTE;30.06.2026;30.06.2027;autorizovany;Pozor;GHS07,GHS09;EUH401;H317,H319,H411;P261,P272,P273,P280,P302+P352,P305+P351+P338,P333+P313,P337+P313,P362+P364,P391,P501;PHO3;SP 1,SPe 3;V3;Vã3;Vo3;Vt5;Z4
;ORTUS 5SC;Fenpyroximate (51.200 g/l);20-00943-AU;;NICHINO EUROPE Co. LTD, C/O LAFER & PARTNER WTH GmbH ;SC;I;;30.04.2022;Neprofi;N;N;N;Pripravok;ORTUS 5SC;30.10.2022;30.10.2023;autorizovany;Pozor;GHS07,GHS09;EUH401;H317,H332,H410;P101,P102,P261,P273,P280,P302+P352,P304+P340,P333+P313,P391,P501;;SP 1;V3;Vã3;Vo1;Vt5;Z4
;RELDAN 22;Chlorpyrifos-methyl (225.000 g/l);19-00445-POMB;NOH;Nohel Garden s.r.o. ;EC;I;;31.01.2020;Neprofi;A;A;N;Pripravok;RELDAN 22;16.04.2020;16.04.2020;neautorizovany;Nebezpeãenstvo;GHS07,GHS08,GHS09;EUH401;H304,H315,H317,H336,H410;P261,P280,P301+P310,P305+P351+P338,P331,P501;;SP 1,SPe 3;V3;Vã1;Vo1;Vt5;Z4
;C C C;Chlormequat (581.590 g/l) CIPAC: Cl- (750.000 g/l);13-PD-0435;ORA;ORAGRO-Z, s.r.o.;SL;MO;;30.11.2019;Profi;A;A;N;Pripravok;STABILAN;29.05.2020;29.05.2021;spotreba;Pozor;GHS05,GHS07;EUH401;H290,H302_H312,H412;P234,P270,P273,P280,P301+P312,P302+P352,P330,P363,P501;;SP 1;V3;Vã3;Vo3;Vt5;Z4
;CC-QUAT 750 SL;Chlormequat (581.590 g/l) CIPAC: Cl- (750.000 g/l);14-PD-0535;REA;Realchemie Trading B.V.;SL;MO;;30.11.2019;Profi;A;A;N;Pripravok;STABILAN;30.05.2020;30.05.2021;spotreba;Pozor;GHS05,GHS07;EUH401;H290,H302_H312,H412;P234,P270,P273,P280,P301+P312,P302+P352,P330,P363,P501;;SP 1;V3;Vã3;Vo3;Vt5;Z4
;CC-QUAT 750 SL;Chlormequat (581.590 g/l) CIPAC: Cl- (750.000 g/l);13-PD-0469;REA;Realchemie Trading B.V.;SL;MO;;30.11.2019;Profi;A;A;N;Pripravok;STABILAN;30.05.2020;30.05.2021;spotreba;Pozor;GHS05,GHS07;EUH401;H290,H302_H312,H412;P234,P270,P273,P280,P301+P312,P302+P352,P330,P363,P501;;SP 1;V3;Vã3;Vo3;Vt5;Z4
;STABILAN 750 SL;Chlormequat (581.590 g/l);14-PD-0495-VP;VIN;VINICA a. s.;SL;MO;;30.11.2019;Profi;A;A;N;Pripravok;STABILAN;30.05.2020;30.05.2021;spotreba;Pozor;GHS05,GHS07;EUH401;H290,H302_H312,H412;P234,P270,P273,P280,P301+P312,P302+P352,P330,P363,P501;;SP 1;V3;Vã3;Vo3;Vt5;Z4
;STABILAN 750 SL;Chlormequat (581.590 g/l);16-PD-0646-VP;;H+H Unipo, spol. s r. o.;SL;MO;;30.11.2019;Profi;A;A;N;Pripravok;STABILAN;30.05.2020;30.05.2021;spotreba;Pozor;GHS05,GHS07;EUH401;H290,H302_H312,H412;P234,P270,P273,P280,P301+P312,P302+P352,P330,P363,P501;;SP 1;V3;Vã3;Vo3;Vt5;Z4
;GREEN CCC;Chlormequat (750.000 g/l);13-PD-0445;GRE;Green Point, spol. s.r.o.,;SL;MO;;30.11.2019;Profi;A;A;N;Pripravok;STABILAN;31.05.2020;31.05.2021;spotreba;;GHS05,GHS07;EUH401;H290,H302_H312,H412;P234,P270,P273,P280,P301+P312,P302+P352,P330,P363,P501;N/A;SP 1;V3;Vã3;Vo3;Vt5;Z4
;CLORIL;Chlorothalonil (500.000 g/l);18-00173-AU;UPS;UPL SLOVAKIA s.r.o. (pôvodn˘ názov Arysta LifeScience Slovakia s.r.o.);SC;F;;20.11.2019;Profi;N;N;A;Pripravok;BANKO 500 SC;20.05.2020;20.05.2020;neautorizovany;Nebezpeãenstvo;GHS05,GHS07,GHS08,GHS09;EUH401;H317,H318,H335,H351,H410;P201,P202,P280,P302+P352,P305+P351+P338,P405,P501;PHO4;SP 1,SPe 3;V3;;Vo1;Vt5;Z4
;GWARANT;Chlorothalonil (500.000 g/l);18-00310-AU;UPS;UPL SLOVAKIA s.r.o. (pôvodn˘ názov Arysta LifeScience Slovakia s.r.o.);SC;F;;20.11.2019;Profi;N;N;A;Pripravok;BANKO 500 SC;20.05.2020;20.05.2020;neautorizovany;Nebezpeãenstvo;GHS05,GHS07,GHS08,GHS09;EUH401;H317,H318,H335,H351,H410;P201,P202,P280,P302+P352,P305+P351+P338,P405,P501;PHO4;SP 1,SPe 3;V3;;Vo1;Vt5;Z4
;KLORONIL 500-I;Chlorothalonil (500.000 g/l);19-00477-PO;AGM;AGRIMOTION S.A.;SC;F;;31.10.2019;Profi;A;A;N;Pripravok;BANKO 500 SC;30.04.2020;20.05.2020;neautorizovany;Nebezpeãenstvo;GHS05,GHS07,GHS08,GHS09;EUH401;H317,H318,H335,H351,H410;P201,P202,P280,P302+P352,P305+P351+P338,P405,P501;PHO4;SP 1,SPe 3;V3;;Vo1;Vt5;Z4
;AGROFIXED;Oligomerizaãné produkty beta-pinénu (960.000 g/l);18-00274-PO;MJS;MJM AGRO SLOVAKIA s.r.o.;EC;INE;;16.11.2027;Profi;A;A;N;Pomocny;AGROVITAL;16.05.2028;16.05.2029;autorizovany;Pozor;GHS07,GHS09;EUH401;H315,H317,H410;P261,P280,P302+P352,P333+P313,P362,P391,P501;;SP 1;;;;;
;PINUS;Oligomerizaãné produkty beta-pinénu (960.000 g/l);17-00088-PO;;CEDRUS s. r. o.;EC;INE;;19.11.2017;Profi;A;A;N;Adjuvant;AGROVITAL;19.05.2018;19.05.2019;neautorizovany;Pozor;GHS07,GHS09;EUH401;H315,H317,H410;P261,P280,P302+P352,P333+P313,P362,P391,P501;;SP 1;;;;;
;PINUS;Oligomerizaãné produkty beta-pinénu (960.000 g/l);18-00242-PO;;CEDRUS s. r. o.;EC;INE;;16.11.2027;Profi;A;A;N;Adjuvant;AGROVITAL;16.05.2028;16.05.2029;autorizovany;Pozor;GHS07,GHS09;EUH401;H315,H317,H410;P261,P280,P302+P352,P333+P313,P362,P391,P501;;SP 1;;;;;
;AGORA DUO;Prothioconazole (175.000 g/l),Trifloxystrobin (150.000 g/l);20-00691-PO;BAY;Bayer, spol. s r.o;SC;F;;31.07.2024;Profi;A;A;N;Pripravok;DELARO;31.01.2025;31.01.2026;autorizovany;Pozor;GHS07,GHS09;EUH401;H317;P280,P333+P313,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;STOMP AQUA;Pendimethalin (455.000 g/l);17-00103-MB;FLS;FLORASERVIS spol. s r.o.;CS;H;;31.07.2024;Neprofi;N;N;N;Pripravok;STOMP AQUA;31.01.2025;31.01.2026;autorizovany;Pozor;GHS07,GHS09;EUH208,EUH401;H317,H332,H410;P101,P102,P201,P261,P271,P273,P304+P340,P312,P391,P405,P420,P501;;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;Stomp Aqua;Pendimethalin (455.000 g/l);18-00215-POOS;;AGROMAâAJ a.s.;CS;H;;31.07.2019;Profi;A;A;N;Pripravok;STOMP AQUA;31.01.2020;31.01.2021;neautorizovany;Pozor;GHS07,GHS09;EUH208,EUH401;H317,H332,H410;P201,P273,P391,P405,P420,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;STOMP AQUA;Pendimethalin (455.000 g/l);20-00786-POOS;;AGROMAâAJ a.s.;CS;H;;03.01.2021;Profi;A;A;N;Pripravok;STOMP AQUA;31.12.2021;31.12.2021;dopredaj;Pozor;GHS07,GHS09;EUH208,EUH401;H317,H332,H410;P201,P273,P391,P405,P420,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;AQUAPLUS;Pendimethalin (455.000 g/l);19-00481-PO;ELD;ELID s. r. o.,;CS;H;;31.07.2019;Profi;A;A;N;Pripravok;STOMP AQUA;31.01.2020;31.01.2021;neautorizovany;Pozor;GHS07,GHS09;EUH208,EUH401;H317,H332,H410;P201,P273,P391,P405,P420,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;CIRRUS CS;Clomazone (360.000 g/l);12-11-1250;FMS;FMC AGRO SLOVENSKO spol. s r.o.;CS;H;;31.10.2021;Profi;N;N;N;Pripravok;COMMAND 36 CS;30.04.2022;30.04.2023;autorizovany;NepoÏaduje sa;Bez GHS;EUH401;H413;P501;-;;V3;Vã3;Vo4;Vt5;Z4
;MAZONE 360;Clomazone (360.000 g/l);14-PD-0479;REA;Realchemie Trading B.V.;CS;H;;31.10.2018;Profi;A;A;N;Pripravok;COMMAND 36 CS;30.04.2019;30.04.2020;neautorizovany;NepoÏaduje sa;Bez GHS;EUH401;H413;P501;;;V3;Vã3;Vo4;Vt5;Z4
;WAM EXTRA;Quartz sand (300.000 g/kg);15-09-1627;WTP;WITASEK PFLANZENSCHUTZ GmbH;PA;RE;;31.08.2020;Profi;N;N;A;Pripravok;VERSUS EXTRA;28.02.2021;28.02.2022;spotreba;NepoÏaduje sa;Bez GHS;EUH401;H - bez oznaãenia;P101,P102,P270,P501;;SP 1;V3;Vc - bez oznaãenia;Vo4;Vt5;Z4
;ALFATRIN 10 EC;Alpha-Cypermethrin (aka alphamethrin) (100.000 g/l);15-PD-0589;REA;Realchemie Trading B.V.;EC;I;;31.07.2017;Profi;A;A;N;Pripravok;VAZTAK 10 EC;31.01.2018;31.01.2019;neautorizovany;;;;;;N/A;SP 1,SPe 3,SPe 8;V3;Vã2;Vo1;Vt5;Z1
;FASTAC;Alpha-Cypermethrin (aka alphamethrin) (100.000 g/l);15-PD-0573;STR;STAR AGRO Analyse und Handels GmbH;EC;I;;31.07.2017;Profi;A;A;N;Pripravok;VAZTAK 10 EC;31.01.2018;31.01.2019;neautorizovany;;;;;;;;;;;;
;ALSIP;Alpha-Cypermethrin (aka alphamethrin) (100.000 g/l);20-00680-AU;;SHARDA CROPCHEM ESPA≈A S.L.;EC;I;;31.07.2021;Profi;N;N;N;Pripravok;VAZTAK 10 EC;31.01.2022;31.01.2023;autorizovany;Nebezpeãenstvo;GHS02,GHS05,GHS06,GHS08,GHS09;EUH401;H226,H301,H304,H317,H318,H332,H335,H336,H373,H410;P210,P240,P241,P242,P243,P261,P264,P270,P271,P272,P280,P301+P310,P302+P352,P304+P340,P305+P351+P338,P312,P330,P331,P332+P313,P362,P362+P364,P370+P378,P391,P403+P233,P405,P501;;SP 1,SPe 3,SPe 8;V3;Vã2;Vo1;Vt5;Z1
;ERIBEA;Alpha-Cypermethrin (aka alphamethrin) (100.000 g/l);15-05-1689;BAS;BASF Slovensko, spol. s r.o.;EC;I;;31.07.2021;Profi;N;N;N;Pripravok;VAZTAK 10 EC;31.01.2022;31.01.2023;autorizovany;Nebezpeãenstvo;GHS02,GHS05,GHS06,GHS08,GHS09;EUH401;H226,H301,H304,H317,H318,H332,H335,H336,H373,H400,H410;P201,P240,P241,P242,P243,P261,P264,P270,P271,P272,P280,P301+P310,P302+P352,P304+P340,P305+P351+P338,P312,P330,P331,P332+P313,P362,P362+P364,P370+P378,P391,P403+P233,P405,P501;N/A;;V3;Vã2;Vo1;Vt5;Z1
;SANIUM ULTRA AL;Deltamethrin (0.010 g/l);19-00510-MB;;SBM DÉVELOPPEMENT SAS;AL;I;;31.10.2021;Neprofi;N;N;A;Pripravok;DECIS AL;30.04.2022;30.04.2023;autorizovany;Pozor;GHS09;EUH208,EUH401;H410;P101,P102,P260,P271,P501;;SP 1;V3;0;Vo1;Vt5;Z1
;A-fluaziN-I;Fluazinam (500.000 g/l);19-00454-PO;HMG;HMpG GmbH, ;SC;F;;28.02.2020;Profi;A;A;N;Pripravok;NANDO 500 SC;28.08.2020;28.08.2021;spotreba;Pozor;GHS07,GHS08,GHS09;EUH401;H315,H317,H361d,H410;P101,P102,P261,P264,P270,P272,P273,P280,P302+P352,P362,P391,P501;PHO1;SP 1,SPe 3,SPe 4,SPo 2;V3;Vã3;Vo1;Vt5;Z4
;BLADE;Trinexapac (aka cimetacarb ethyl) (250.000 g/l);16-14-1865;SHA;SHARDA Europe b.v.b.a.;EC;MO;;30.04.2021;Profi;N;N;A;Pripravok;NEXT;31.10.2021;31.10.2022;autorizovany;Pozor;GHS02,GHS07,GHS09;EUH401;H226,H335,H411;P210,P261,P273,P280,P304+P340,P312,P391,P403+P235,P501;-;SP 1;V3;Vã3;Vo2;Vt5;Z4
;SILWET GOLD;Heptamethyltrisiloxan modifikovan˘ polyalkylenoxidom (80.000 %),Allyloxypolyethyleneglycol (20.000 %);16-20-1739;MOM;Momentive Performance Materials, GmbH;SL;INE;;19.07.2027;Profi;N;N;A;Adjuvant;SILWET STAR;19.01.2028;19.01.2029;autorizovany;Pozor;GHS07,GHS09;EUH401;H332,H411;P261,P271,P273,P304+P340,P312,P391,P501;N/A;;V3;Vã3;Vo1;Vt5;Z4
;BOLTON TX;Pethoxamid (300.000 g/l),Terbuthylazine (187.500 g/l);18-00396-AU;;CHEMINOVA  A/S  ;SE;H;;31.01.2025;Profi;N;N;A;Pripravok;SUCCESSOR TX;31.07.2025;31.07.2026;autorizovany;Pozor;GHS07,GHS08,GHS09;EUH066,EUH208,EUH401;H302,H319,H373,H410;P264,P273,P280,P301+P312,P303+P361+P353,P305+P351+P338,P391,P501;PHO5;SP 1,SPe 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;KOBAN TOP;Pethoxamid (300.000 g/l),Terbuthylazine (187.500 g/l);18-00397-AU;;CHEMINOVA  A/S  ;SE;H;;31.01.2025;Profi;N;N;A;Pripravok;SUCCESSOR TX;31.07.2025;31.07.2026;autorizovany;Pozor;GHS07,GHS08,GHS09;EUH066,EUH208,EUH401;H302,H319,H373,H410;P264,P273,P280,P301+P312,P303+P361+P353,P305+P351+P338,P391,P501;PHO5;SP 1,SPe 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;BALATON PLUS;Pethoxamid (300.000 g/l),Terbuthylazine (187.500 g/l);17-11-1909;CHE;CHEMINOVA A/S;SE;H;;31.01.2025;Profi;N;N;A;Pripravok;SUCCESSOR TX;31.07.2025;31.07.2026;autorizovany;Pozor;GHS07,GHS08,GHS09;EUH066,EUH208,EUH401;H302,H319,H373,H410;P264,P273,P280,P301+P312,P303+P361+P353,P305+P351+P338,P391,P501;PHO5;SP 1,SPe 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;LINNEA MAX;Florasulam (200.000 g/kg),Tribenuron (aka metometuron) (579.000 g/kg);21-01046-PO;LTT;LTT CROPS LTD;WG;H;;31.10.2023;Profi;A;A;N;Pripravok;SARACEN MAX;30.04.2024;30.04.2025;autorizovany;Pozor;GHS09;EUH208,EUH401;H410;P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;GRAMINIS;Quizalofop-P-ethyl (50.000 g/l);15-11-1673;SHA;SHARDA Europe b.v.b.a.;EC;H;;30.11.2022;Profi;N;N;A;Pripravok;QUICK 5 EC;30.05.2023;30.05.2024;autorizovany;Nebezpeãenstvo;GHS05,GHS07,GHS08,GHS09;EUH066,EUH401;H304,H318,H335,H336,H410;P280,P301+P310,P305+P351+P338,P310,P331,P391,P501;;SP 1;V3;Vã3;Vo3;Vt5;Z4
;KAPUT GREEN;Glyphosate (incl trimesium aka sulfosate) (360.000 g/l);17-MB-1902;FLS;FLORASERVIS spol. s r.o.;SL;H;;31.12.2023;Neprofi;N;N;N;Pripravok;KAPUT GREEN;30.06.2024;30.06.2025;autorizovany;Nebezpeãenstvo;GHS05;EUH401;H318,H412;P102,P273,P280,P305+P351+P338,P310,P391,P501;;SP 1;V3;Vã3;Vo4;Vt5;Z4
;DECISION;Deltamethrin (25.000 g/l);15-05-1668;SHA;SHARDA Europe b.v.b.a.;EC;I;;31.10.2021;Profi;N;N;A;Pripravok;POLECI;30.04.2022;30.04.2023;autorizovany;Nebezpeãenstvo;GHS02,GHS05,GHS07,GHS08,GHS09;EUH066,EUH401;H226,H302 + H332,H304,H318,H335,H336,H410;P210,P261,P270,P280,P301+P310,P305+P351+P338,P310,P331,P391,P501;;SP 1,SPe 3,SPe 8;V3;Vã2;Vo1;Vt5;Z1
;DESHA 2.5 EC;Deltamethrin (25.000 g/l);14-05-1437;SHA;SHARDA Europe b.v.b.a.;EC;I;;31.10.2021;Profi;N;N;A;Pripravok;POLECI;30.04.2022;30.04.2023;autorizovany;Nebezpeãenstvo;GHS02,GHS05,GHS07,GHS08,GHS09;EUH066,EUH401;H226,H302 + H332,H304,H318,H335,H336,H410;P210,P261,P270,P280,P301+P310,P305+P351+P338,P310,P331,P391,P501;;SP 1,SPe 3,SPe 8;V3;Vã2;Vo1;Vt5;Z1
;SHARMETRIN;Metribuzin (700.000 g/kg);15-11-1674;SHA;SHARDA Europe b.v.b.a.;WG;H;;31.07.2021;Profi;N;N;A;Pripravok;BUZZIN;31.01.2022;31.01.2023;autorizovany;Pozor;GHS09;EUH401;H410;P102,P270,P273,P280,P391,P501;PHO1;SP 1,SPe 3;V3;;Vo1;Vt5;Z4
;METRIZIN;Metribuzin (700.000 g/kg);20-00796-PO;AGM;AGRIMOTION S.A.;WG;H;;31.07.2021;Profi;A;A;N;Pripravok;BUZZIN;31.01.2022;31.01.2023;autorizovany;Pozor;GHS09;EUH401;H410;P102,P270,P273,P280,P391,P501;PHO1;SP 1,SPe 3;V3;0;Vo1;Vt5;Z4
;METRIZIN-I;Metribuzin (700.000 g/kg);20-00797-PO;AGM;AGRIMOTION S.A.;WG;H;;31.07.2021;Profi;A;A;N;Pripravok;BUZZIN;31.01.2022;31.01.2023;autorizovany;Pozor;GHS09;EUH401;H410;P102,P270,P273,P280,P391,P501;PHO1;SP 1,SPe 3;V3;0;Vo1;Vt5;Z4
;DIVA;Pyridate (600.000 g/l);19-00525-AU;BEL;BELCHIM CROP PROTECTION NV/SA;EC;H;;31.12.2030;Profi;N;N;A;Pripravok;ONYX;30.06.2031;30.06.2032;autorizovany;Pozor;GHS02,GHS07,GHS09;;H226,H315,H317,H319,H410;P273,P280,P302+P352,P333+P313,P337+P313,P391,P501;;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;
;ELARA;Pyridate (600.000 g/l);19-00526-AU;BEL;BELCHIM CROP PROTECTION NV/SA;EC;H;;31.12.2030;Profi;N;N;A;Pripravok;ONYX;30.06.2031;30.06.2032;autorizovany;Pozor;GHS02,GHS07,GHS09;EUH401;H226,H315,H317,H319,H410;P273,P280,P302+P352,P333+P313,P337+P313,P391,P501;;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;SUPERFIX;Kopolymér karboxylovaného styrén butadiénu / styrene butadiene copolymer, carboxylated (420.000 g/l);19-00498-PM;;DANUBA Kft.;SL;INE;;11.04.2029;Profi;N;N;A;Adjuvant;ARREST;11.10.2029;11.10.2030;autorizovany;Nebezpeãenstvo;GHS05;EUH401;H318;P262,P280,P302+P352,P305+P351+P338,P309,P311,P501;;SP 1;;;;;
;MAVITA 250 EC;Difenoconazole (250.000 g/l);18-00187-AU;SYS;Syngenta Slovakia s.r.o.;EC;F;;31.12.2021;Profi;N;N;A;Pripravok;SCORE;30.06.2022;30.06.2023;autorizovany;Nebezpeãenstvo;GHS07,GHS08,GHS09;EUH066,EUH401;H304,H319,H410;P102,P280,P301+P310,P305+P351+P338,P331,P337+P313,P391,P501;PHO3;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;SÍRA BL;Sulphur (796.000 g/kg);17-PD-0720;BIN;BIOCONT LABORATORY, SPOL. S R.O.;WG;F;;31.12.2020;Profi;A;A;N;Pripravok;SULFURUS;30.06.2021;30.06.2022;dopredaj;NepoÏaduje sa;Bez GHS;EUH210,EUH401;H - bez oznaãenia;P102,P270,P501;;SP 1;V3;Vã2;Vo4;Vt5;Z4
;SÍRA BL;Sulphur (796.000 g/kg);20-00958-PO;BIN;BIOCONT LABORATORY, SPOL. S R.O.;WG;F;;31.12.2021;Profi;A;A;N;Pripravok;SULFURUS;30.06.2022;30.06.2023;autorizovany;NepoÏaduje sa;Bez GHS;EUH210,EUH401;H - bez oznaãenia;P102,P270,P501;;SP 1;V3;Vã2;Vo4;Vt5;Z4
;SULFURUS;Sulphur (796.000 g/kg);20-00763-MB;FLS;FLORASERVIS spol. s r.o.;WG;F;;31.12.2021;Neprofi;N;N;N;Pripravok;SULFURUS;30.06.2022;30.06.2023;autorizovany;NepoÏaduje sa;Bez GHS;EUH210,EUH401;;P102,P270,P280,P501;;SP 1,SPe 3,SPe 8;V3;Vã2;Vo4;Vt5;Z4
;METYS;Metamitron (700.000 g/l);15-PD-0560;ISS;ISAS SK s.r.o.;SC;H;;31.08.2019;Profi;A;A;N;Pripravok;BETTIX 700 SC;28.02.2020;28.02.2021;neautorizovany;;GHS09;EUH401;H410;P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;METASYS;Metamitron (700.000 g/l);15-PD-0565;ISS;ISAS SK s.r.o.;SC;H;;31.08.2019;Profi;A;A;N;Pripravok;BETTIX 700 SC;28.02.2020;28.02.2021;neautorizovany;Pozor;GHS09;EUH401;H410;P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;MITRON 700 SC;Metamitron (700.000 g/l);17-00071-PO;REA;Realchemie Trading B.V.;SC;H;;31.08.2019;Profi;A;A;N;Pripravok;BETTIX 700 SC;28.02.2020;28.02.2021;neautorizovany;Pozor;GHS09;EUH401;H410;P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;MITRON 700 SC;Metamitron (700.000 g/l);14-PD-0528;REA;Realchemie Trading B.V.;SC;H;;31.08.2019;Profi;A;A;N;Pripravok;BETTIX 700 SC;28.02.2020;28.02.2021;neautorizovany;;GHS09;EUH401;H410;P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;A-metamiN-II;Metamitron (700.000 g/l);18-00206-PO;HMG;HMpG GmbH, ;SC;H;;31.08.2019;Profi;A;A;N;Pripravok;BETTIX 700 SC;28.02.2020;28.02.2020;neautorizovany;Pozor;GHS09;EUH401;H410;P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;A-metamiN-I;Metamitron (700.000 g/l);18-00200-PO;HMG;HMpG GmbH, ;SC;H;;31.08.2019;Profi;A;A;N;Pripravok;BETTIX 700 SC;28.02.2020;28.02.2021;neautorizovany;Pozor;GHS09;EUH401;H410;P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;AgriMitron 700 SC;Metamitron (700.000 g/l);20-00659-PO;AST;AgriStar - agrochemicals s.r.o.;SC;H;;31.08.2023;Profi;A;A;N;Pripravok;BETTIX 700 SC;28.02.2024;28.02.2025;autorizovany;Pozor;GHS09;EUH401;H410;P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;AGRIMITRON 700 SC;Metamitron (700.000 g/l);18-00282-PO;AST;AgriStar - agrochemicals s.r.o.;SC;H;;31.08.2019;Profi;A;A;N;Pripravok;BETTIX 700 SC;28.02.2021;28.02.2022;spotreba;Pozor;GHS09;EUH401;H410;P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;ZETTIX NEW;Metamitron (700.000 g/l);16-PD-0632;ZEN;ZENAGRO, s.r.o.;SC;H;;31.08.2019;Profi;A;A;N;Pripravok;BETTIX 700 SC;28.02.2020;28.02.2021;neautorizovany;Pozor;GHS09;EUH401;H410;P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;NICOMAYS 40 OD;Nicosulfuron (40.000 g/l);17-00038-PO;AST;AgriStar - agrochemicals s.r.o.;OD;H;;31.12.2019;Profi;A;A;N;Pripravok;PRIMERO;30.06.2020;30.06.2021;spotreba;Pozor;GHS09;EUH401;H410;P102,P270,P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
